420 20 1.49 1.84
430 20 1.45 1.21
430 21 2.59 -6.3
440 20 1.36 0.57
440 21 2.56 -5.53
450 20 1.29 -0.06
450 21 2.53 -4.77
460 20 1.22 -0.71
460 21 2.45 -4.04
470 20 1.13 -1.34
470 21 2.44 -3.31
470 23 2.24 -7.48
480 20 1.1 -2.0
480 21 2.38 -2.57
480 23 2.19 -6.74
490 20 1.05 -2.65
490 21 2.29 -1.9
490 23 2.14 -5.98
500 20 1.08 -3.32
500 21 2.25 -1.17
500 23 2.17 -5.23
500 24 0.27 2.65
500 25 -0.67 2.78
500 26 3.53 -4.1
510 20 1.06 -4.14
510 21 2.18 -0.46
510 23 2.11 -4.41
510 24 0.44 2.34
510 25 -0.45 2.56
510 26 3.45 -3.58
520 20 1.04 -4.73
520 21 2.27 0.38
520 23 2.11 -3.65
520 24 0.58 2.1
520 25 -0.29 2.33
520 26 3.43 -3.05
530 20 1.07 -5.4
530 21 2.25 1.09
530 23 1.95 -2.86
530 24 0.7 1.88
530 25 -0.09 2.1
530 26 3.39 -2.57
530 27 2.38 -7.98
540 20 1.11 -6.11
540 21 2.19 1.77
540 23 1.86 -2.09
540 24 0.72 1.61
540 25 0.05 1.83
540 26 3.34 -2.06
540 27 2.42 -7.33
550 20 1.26 -6.86
550 21 2.2 2.44
550 23 1.87 -1.36
550 24 0.76 1.34
550 25 0.15 1.52
550 26 3.35 -1.55
550 27 2.49 -6.7
560 20 1.36 -7.58
560 23 1.86 -0.6
560 24 0.83 1.0
560 25 0.27 1.22
560 26 3.24 -1.06
560 27 2.44 -6.02
570 20 1.48 -8.26
570 23 1.94 0.1
570 24 0.82 0.68
570 25 0.26 0.9
570 26 3.19 -0.6
570 27 2.44 -5.35
580 20 1.6 -8.94
580 23 2.0 0.84
580 24 0.85 0.35
580 25 0.3 0.59
580 26 3.19 -0.1
580 27 2.44 -4.73
590 20 1.66 -9.65
590 23 2.03 1.61
590 24 0.99 0.01
590 25 0.27 0.28
590 26 3.15 0.4
590 27 2.35 -4.08
590 28 0.74 3.69
600 23 2.23 2.33
600 24 1.07 -0.32
600 25 0.26 -0.05
600 26 3.19 0.88
600 27 2.42 -3.44
600 28 0.78 3.36
610 24 1.13 -0.71
610 25 0.3 -0.39
610 26 3.22 1.36
610 27 2.46 -2.9
610 28 0.87 3.03
620 24 1.22 -1.08
620 25 0.26 -0.78
620 26 3.18 1.84
620 27 2.44 -2.36
620 28 0.92 2.66
630 24 1.29 -1.47
630 25 0.34 -1.18
630 27 2.62 -1.94
630 28 0.96 2.31
640 24 1.33 -1.82
640 25 0.37 -1.57
640 27 2.84 -1.61
640 28 1.07 1.96
650 24 1.42 -2.18
650 25 0.42 -1.96
650 27 3.04 -1.23
650 28 1.11 1.63
660 24 1.49 -2.54
660 25 0.5 -2.33
660 28 1.1 1.26
670 24 1.5 -2.91
670 25 0.54 -2.74
670 28 1.15 0.91
680 24 1.54 -3.31
680 25 0.66 -3.14
680 28 1.2 0.56
690 24 1.64 -3.8
690 25 0.71 -3.52
690 28 1.2 0.2
700 24 1.66 -4.26
700 25 0.8 -3.9
700 28 1.22 -0.14
710 24 1.67 -4.72
710 25 0.89 -4.27
710 28 1.32 -0.53
720 24 1.7 -5.18
720 25 0.88 -4.65
720 28 1.34 -0.97
720 29 -1.07 -5.69
720 30 -1.29 -7.53
730 24 1.65 -5.59
730 25 0.94 -5.06
730 28 1.31 -1.39
730 29 -0.89 -5.95
730 30 -1.29 -7.53
740 24 1.59 -5.98
740 25 0.93 -5.46
740 28 1.29 -1.88
740 29 -0.71 -6.25
740 30 -1.29 -7.53
750 24 1.65 -6.4
750 25 0.97 -5.87
750 28 1.2 -2.36
750 29 -0.47 -6.46
750 30 -1.29 -7.53
760 24 1.69 -6.77
760 25 0.99 -6.24
760 28 1.13 -2.86
760 29 -0.33 -6.79
760 30 -1.29 -7.53
770 24 1.71 -7.14
770 25 0.97 -6.62
770 28 1.13 -3.41
770 29 -0.14 -7.09
770 30 -1.29 -7.53
780 24 1.8 -7.43
780 25 1.07 -6.99
780 28 1.09 -3.95
780 29 0.08 -7.34
780 30 -1.29 -7.53
790 24 1.88 -7.7
790 25 1.13 -7.34
790 28 1.08 -4.42
790 29 0.14 -7.78
790 30 -1.29 -7.53
800 24 1.85 -7.96
800 25 1.22 -7.67
800 28 1.08 -4.94
800 29 0.28 -8.13
800 30 -1.29 -7.53
810 28 1.04 -5.4
810 30 -1.29 -7.53
870 31 3.3 -2.46
870 32 2.22 3.7
880 31 3.29 -1.78
880 32 2.16 3.0
890 31 3.3 -1.13
890 32 2.16 2.36
900 31 3.31 -0.5
900 32 2.09 1.72
910 31 3.33 0.16
910 32 2.04 1.11
920 31 3.37 0.81
920 32 2.05 0.46
930 31 3.37 1.46
930 32 2.04 -0.22
940 31 3.43 2.06
940 32 2.1 -0.86
950 31 3.45 2.64
950 32 2.16 -1.55
950 33 0.78 -7.34
950 34 -1.31 -7.49
960 32 2.15 -2.24
960 33 0.62 -6.8
960 34 -1.31 -7.49
960 35 0.55 1.93
970 32 2.26 -2.95
970 33 0.57 -6.25
970 34 -1.31 -7.49
970 35 0.48 1.3
980 32 2.27 -3.64
980 33 0.45 -5.73
980 34 -1.31 -7.49
980 35 0.35 0.66
990 33 0.25 -5.17
990 35 0.27 -0.01
1000 36 0.19 -0.63
1000 37 0.05 -4.68
1000 38 -1.4 -7.32
1010 36 0.04 -1.2
1010 37 -0.22 -4.31
1010 38 -1.4 -7.3
1010 39 -2.74 -3.22
1020 36 -0.01 -1.82
1020 37 -0.52 -3.93
1020 38 -1.4 -7.28
1020 39 -2.71 -3.06
1030 36 -0.19 -2.5
1030 37 -0.78 -3.5
1030 38 -1.4 -7.28
1030 39 -2.74 -2.76
1040 36 -0.39 -3.06
1040 37 -1.05 -3.16
1040 38 -1.4 -7.28
1040 39 -2.7 -2.51
1050 36 -0.64 -3.66
1050 37 -1.24 -2.85
1050 38 -1.4 -7.28
1050 39 -2.63 -2.3
1050 40 -1.6 0.95
1050 41 -1.74 1.3
1060 36 -0.99 -4.22
1060 37 -1.37 -2.62
