10940 259 3.45 -2.16
10940 261 1.68 1.46
10950 259 3.47 -2.77
10950 261 1.79 0.85
10960 259 3.45 -3.35
10960 261 1.89 0.26
10970 259 3.33 -3.96
10970 261 2.05 -0.34
10980 259 3.23 -4.58
10980 261 2.07 -0.95
10990 259 3.04 -5.18
10990 261 2.14 -1.59
11000 259 2.88 -5.77
11000 261 2.11 -2.24
11000 262 3.39 -9.44
11010 259 2.77 -6.39
11010 261 2.04 -2.91
11010 262 3.45 -8.86
11010 263 1.15 -10.15
11020 259 2.67 -7.16
11020 261 2.08 -3.59
11020 262 3.43 -8.25
11020 263 1.19 -9.46
11030 259 2.71 -7.8
11030 261 2.04 -4.29
11030 262 3.48 -7.66
11030 263 1.26 -8.82
11040 259 2.74 -8.45
11040 261 2.1 -4.96
11040 262 3.43 -6.99
11040 263 1.23 -8.21
11050 259 2.85 -9.1
11050 261 2.15 -5.64
11050 262 3.37 -6.35
11050 263 1.24 -7.58
11060 259 3.06 -9.78
11060 261 2.06 -6.31
11060 262 3.31 -5.75
11060 263 1.33 -6.89
11070 261 2.06 -7.01
11070 262 3.22 -5.17
11070 263 1.39 -6.21
11080 261 1.93 -7.66
11080 262 3.22 -4.62
11080 263 1.54 -5.58
11090 261 1.77 -8.3
11090 262 3.23 -4.02
11090 263 1.74 -4.92
11100 262 3.17 -3.38
11100 263 1.88 -4.29
11110 262 3.19 -2.78
11110 263 2.07 -3.69
11120 262 3.28 -2.23
11120 263 2.22 -3.04
11130 262 3.28 -1.47
11130 263 2.27 -2.39
11140 262 3.36 -0.82
11140 263 2.4 -1.76
11150 262 3.38 -0.27
11150 263 2.46 -1.09
11150 264 1.86 3.35
11160 262 3.36 0.33
11160 263 2.45 -0.44
11160 264 1.87 2.8
11170 262 3.36 0.94
11170 263 2.5 0.22
11170 264 1.74 2.23
11180 262 3.22 1.51
11180 263 2.47 0.88
11180 264 1.78 1.63
11190 262 3.17 1.98
11190 263 2.4 1.5
11190 264 1.67 1.05
11200 262 3.11 2.6
11200 263 2.4 2.08
11200 264 1.62 0.46
11210 262 3.0 3.15
11210 263 2.35 2.61
11210 264 1.65 -0.14
11220 264 1.55 -0.76
11230 264 1.64 -1.39
11240 264 1.64 -2.01
11250 264 1.61 -2.64
11260 264 1.69 -3.29
11270 264 1.58 -3.95
11280 264 1.62 -4.62
11290 264 1.64 -5.33
11300 264 1.54 -6.03
11310 264 1.63 -6.72
11320 264 1.54 -7.36
11330 264 1.6 -8.0
11340 264 1.66 -8.67
11350 265 0.78 3.0
11350 266 -0.83 2.36
11360 265 0.8 2.48
