3030 51 7.02 7.91
3030 52 8.09 8.84
3030 56 12.82 3.2
3030 59 0.89 2.07
3030 60 0.72 2.57
3040 51 7.07 7.78
3040 52 8.09 8.84
3040 56 12.82 3.11
3040 59 1.8 2.54
3040 60 1.68 2.95
3050 51 7.1 7.82
3050 52 8.09 8.84
3050 56 12.82 3.01
3050 59 2.78 2.76
3050 60 2.7 3.27
3060 51 6.77 8.09
3060 52 8.09 8.84
3060 56 12.82 3.01
3060 59 3.82 3.05
3060 60 3.76 3.54
3070 51 6.77 8.09
3070 52 8.07 8.84
3070 56 12.59 3.01
3070 59 4.72 3.32
3070 60 4.66 3.84
3080 51 6.77 8.09
3080 52 8.05 8.83
3080 56 12.59 3.01
3080 59 5.78 3.51
3080 60 5.63 4.02
3090 51 6.77 8.13
3090 52 8.05 8.8
3090 56 12.59 3.01
3090 59 6.83 3.7
3090 60 6.69 4.21
3100 51 6.78 8.17
3100 52 8.05 8.8
3100 56 12.59 3.01
3100 59 7.85 3.93
3100 60 7.71 4.44
3100 61 12.65 5.17
3100 62 13.26 6.28
3110 51 6.62 8.55
3110 52 8.05 8.8
3110 56 12.59 3.01
3110 59 8.86 4.13
3110 60 8.72 4.63
3110 61 11.91 4.78
3110 62 12.16 6.41
3120 51 6.41 8.7
3120 52 8.05 8.8
3120 56 12.59 3.01
3120 59 9.93 4.33
3120 60 9.79 4.82
3120 61 11.19 4.22
3120 62 11.08 6.27
3130 51 6.36 8.76
3130 52 8.05 8.8
3130 56 12.54 3.01
3130 59 10.99 4.58
3130 60 10.86 5.06
3130 61 10.19 3.71
3130 62 10.0 6.03
3140 51 6.35 8.69
3140 52 8.05 8.8
3140 56 12.52 3.01
3140 59 12.03 4.74
3140 60 11.89 5.22
3140 61 9.11 3.67
3140 62 8.98 5.74
3150 51 6.4 8.49
3150 52 8.05 8.8
3150 56 12.52 3.01
3150 61 8.21 3.76
3150 62 7.95 5.34
3160 51 6.4 8.49
3160 52 8.05 8.8
3160 56 12.55 3.1
3160 61 7.24 3.75
3160 62 6.9 5.19
3170 51 6.4 8.49
3170 52 8.05 8.8
3170 56 12.6 3.23
3170 61 6.24 3.71
3170 62 5.87 4.97
3170 63 10.56 6.37
3180 51 6.4 8.49
3180 52 8.05 8.8
3180 61 5.26 3.6
