0.0	1.0	13.4487205051	3.9378866952699996
0.0	2.0	13.3434879503	4.439072274669999
0.0	3.0	11.9123252048	4.439072274669999
0.0	4.0	11.828139161	5.15505167381
0.0	5.0	8.7132555385	4.4152062947
0.0	6.0	8.123953231549999	3.4605670958499997
0.0	7.0	6.31395328877	3.84242277539
0.0	8.0	4.3355812582899995	7.3507218311699996
10.0	8.0	4.5544649723	7.27435069527
10.0	7.0	6.785395134330001	3.68968050357
10.0	6.0	8.61075903011	3.4156990535
10.0	5.0	8.36051601476	4.36365577796
10.0	2.0	12.8253228504	4.430003202280001
10.0	3.0	11.5046542875	4.51353413218
10.0	1.0	12.9351856376	3.9378866952699996
10.0	4.0	11.382374058800002	5.21113672674
20.0	7.0	7.256836979889999	3.53693823175
20.0	9.0	15.2423041693	3.6682011216
20.0	8.0	4.773348686309999	7.197979559360001
20.0	6.0	9.097354363560001	3.3710696709500003
20.0	3.0	11.096772905	4.58823464949
20.0	4.0	10.936819421700001	5.26746043948
20.0	2.0	12.307368215599999	4.42069547009
20.0	1.0	12.4216507701	3.9378866952699996
20.0	5.0	8.00798695614	4.31210526122
30.0	9.0	14.665840234000001	3.53311967496
30.0	8.0	4.955401006130001	7.171249661789999
30.0	7.0	7.7467997551	3.4173696721
30.0	6.0	9.58416016213	3.32620162861
30.0	5.0	7.65524743241	4.26031608468
30.0	3.0	10.689101987699999	4.662696507
30.0	2.0	11.8144589288	4.433583099280001
30.0	1.0	11.919270553399999	3.95769545865
30.0	4.0	10.4910543195	5.32354549241
40.0	6.0	9.990147358589999	3.3252469894099996
40.0	9.0	14.0891658337	3.3982768881200003
40.0	7.0	8.25549392506	3.3312134844
40.0	5.0	7.30061372269	4.18633154677
40.0	8.0	5.1008323968800005	7.1939223427600005
40.0	3.0	10.279957814500001	4.70947382775
40.0	2.0	11.359643826900001	4.47988310042
40.0	4.0	10.0709659607	5.345979513580001
40.0	1.0	11.4282554527	3.9975516451999997
50.0	9.0	13.5446925951	3.3097341024299998
50.0	8.0	5.24605332253	7.216595023739999
50.0	7.0	8.76418809503	3.2450572967
50.0	6.0	10.375929904500001	3.3352707010000002
50.0	5.0	6.941560245669999	4.06008051273
50.0	4.0	9.667925275760002	5.345979513580001
50.0	3.0	9.87081364144	4.7493300143
50.0	2.0	10.904828725	4.526183101569999
50.0	1.0	10.9372403519	4.03740783175
60.0	8.0	5.391484713280001	7.2392677047100005
60.0	7.0	9.272671799880001	3.1589011090099994
60.0	6.0	10.7290903585	3.39947018712
60.0	5.0	6.58250676865	3.93359081888
60.0	9.0	13.0479949363	3.29064131845
60.0	3.0	9.461669468330001	4.78918620085
60.0	2.0	10.4384380421	4.52642176137
60.0	1.0	10.4674822272	3.99182381001
60.0	4.0	9.26488459083	5.345979513580001
70.0	8.0	5.542177731769999	7.25931512788
70.0	7.0	9.7782089932	3.04291244635
70.0	6.0	11.033001976800001	3.54552998454
70.0	5.0	6.223663756740001	3.8073397848300004
70.0	9.0	12.5512972776	3.2715485344700004
70.0	3.0	9.05084157434	4.8297583668
70.0	2.0	9.94489736003	4.4192635112900005
70.0	1.0	10.0194020088	3.86079957996
70.0	4.0	8.86184390589	5.345979513580001
80.0	9.0	12.099218222200001	3.3142686386199998
80.0	8.0	5.7059195870599995	7.27244141687
80.0	7.0	10.2833252563	2.92358254649
80.0	6.0	11.3792170821	3.79469081544
80.0	5.0	5.83914400145	3.7302526695199996
80.0	3.0	8.63433112239	4.87462640915
80.0	2.0	9.451356677949999	4.31234392102
80.0	1.0	9.571321790439999	3.7300140097199996
80.0	4.0	8.45880322096	5.345979513580001
90.0	7.0	10.833901983099999	2.86009903977
90.0	9.0	11.651979864200001	3.36414853676
90.0	8.0	5.86966144235	7.285806365650001
90.0	6.0	11.7532135819	4.1128243284599995
90.0	2.0	8.946240414850001	4.1880021653699995
90.0	4.0	8.03176951353	5.39633673132
90.0	1.0	9.09356599159	3.5949325630800004
90.0	5.0	5.45188819974	3.65865472961
90.0	3.0	8.217820670439998	4.91925579169
100.0	1.0	8.571402054610001	3.45340730185
100.0	2.0	8.424076477869999	4.03788515135
100.0	3.0	7.801310218489999	4.9641238340400005
100.0	4.0	7.6017892945600005	5.45218312445
100.0	6.0	12.1274205468	4.4311965012800005
100.0	7.0	11.3895298725	2.8028206878299997
100.0	8.0	6.0334032976400005	7.29893265464
100.0	9.0	11.2217891801	3.3314521442
100.0	5.0	5.0646323980300005	3.5870567896900005
110.0	6.0	12.4490112343	4.77916248926
110.0	8.0	6.135057945580001	7.3328223462
110.0	7.0	11.919270553399999	2.7684536766799996
110.0	9.0	10.8086461699	3.21665678054
110.0	5.0	4.677376596319999	3.5154588497800003
110.0	3.0	7.38458930143	5.008753216590001
110.0	2.0	7.90170207578	3.88752947753
110.0	1.0	8.04902765252	3.31212070042
110.0	4.0	7.172019540710001	5.508029517590001
120.0	10.0	0.344741849567	6.98294707982
120.0	9.0	10.3955031597	3.10162275708
120.0	8.0	6.21019398972	7.375542450339999
120.0	7.0	12.410496119300001	2.7684536766799996
120.0	6.0	12.7647088988	5.13046971444
120.0	5.0	4.29012079461	3.4438609098699997
120.0	3.0	6.9720776865600005	5.03786971215
120.0	2.0	7.38353697588	3.8071011250300004
120.0	1.0	7.519286971589999	3.23622688411
120.0	4.0	6.74203932174	5.56387591072
130.0	10.0	0.63497323574	6.88414192273
130.0	9.0	9.87502294363	3.0176145075800003
130.0	8.0	6.28533003386	7.41802389469
130.0	6.0	13.080406563199999	5.4817769396200005
130.0	7.0	12.90151122	2.7684536766799996
130.0	4.0	6.32089863738	5.61638106666
130.0	1.0	6.9859683837999995	3.18849492417
130.0	5.0	3.9188603412300003	3.38849183633
130.0	3.0	6.565038164550001	5.04312022774
130.0	2.0	6.86684513175	3.75626658769
140.0	10.0	0.925415087023	6.78533676565
140.0	9.0	9.3278136586	2.94124337167
140.0	8.0	6.27943701079	7.46838111243
140.0	6.0	13.3329646948	5.875088289550001
140.0	7.0	13.418834459500001	2.8393356371900005
140.0	4.0	5.93511609144	5.65623725321
140.0	3.0	6.15820910764	5.04837074334
140.0	2.0	6.35036375273	3.7056707101499997
140.0	1.0	6.45286026112	3.14076296423
140.0	5.0	3.54949407383	3.3347933814
150.0	10.0	1.2554243789200001	6.68939552617
150.0	9.0	8.81070088425	2.90114852532
150.0	8.0	6.2642835228900005	7.51945430957
150.0	7.0	13.975514674500001	3.0164212085799997
150.0	6.0	13.4381972496	6.36553417796
